,scan_1,scan_2,scan_3,scan_4,scan_5,scan_6,scan_7,scan_8,scan_9,scan_10,real,timestamp
11.0,0.9914420069757374,0.02031058861136749,0.4430664104260498,0.5936918319513346,0.3149449934850912,0.2871925314158684,0.6074039057979737,0.22238649175853759,0.5392830282631171,0.8430163571903815,0.3361732506294699,2021-08-02 11:00:00
12.0,0.7070480302162714,0.054065828039057434,0.3321171072389436,0.2745239344863725,0.842251607483893,0.49130429086813704,0.2934018062882313,0.4737870624552406,0.5260200621186911,0.8117579237843819,0.6807893060655672,2021-08-02 12:00:00
13.0,0.7998403976643309,0.34110807222758815,0.18486472938903437,0.08316036353432221,0.7277798340668643,0.48579758680477103,0.4777895575793768,0.28085314994009747,0.3318561070361501,0.9360212605108994,0.4795662749490227,2021-08-02 13:00:00
14.0,0.9654174059195199,0.3062691231426197,0.1914733115583384,0.6936188036229465,0.7368001449371921,0.43384307232981634,0.580629108649297,0.5505991636150044,0.10897621474945085,0.9793922697013693,0.4853116570554063,2021-08-02 14:00:00
15.0,0.9146940567489178,0.6334715205624197,0.2731197429960124,0.2304097372055749,0.9758708890880965,0.27424083579611924,0.4070151738329626,0.36011273435098556,0.1692226180840261,0.8930517822754047,0.5178538603923447,2021-08-02 15:00:00
16.0,0.7935374647643678,0.5022877048318861,0.4559816568511174,0.6567483757823039,0.8609177228846251,0.546180659308544,0.8613742188698053,0.5975255757860134,0.2539301919872202,0.7294954379521985,0.7349322654221436,2021-08-02 16:00:00
17.0,0.1824878923757569,0.574435078032994,0.24706504022828818,0.8064530164858926,0.962797319512447,0.22743908338770963,0.8583178914480287,0.339170150301065,0.29301398069082996,0.6727956849368465,0.4037028774372902,2021-08-02 17:00:00
18.0,0.013194988547942259,0.8450801248130739,0.6089950668415763,0.06364639395762917,0.7059225390632985,0.8259333754096265,0.8597494839491788,0.7566677281268692,0.5043539960769878,0.29808453263657764,0.4091853570241894,2021-08-02 18:00:00
19.0,0.17727289828415682,0.5860967542680553,0.9876227878641903,0.25711397229969135,0.229452261606218,0.49882134110732945,0.29851004034546197,0.8057501623285068,0.6192972002643158,0.6205836081783481,0.4091853573220509,2021-08-02 19:00:00
20.0,0.5515368688200729,0.5871092641443902,0.8064764547522456,0.5910048923089187,0.7264005841374567,0.848051060295991,0.2842970107863083,0.25593804857461006,0.6107559431641455,0.4923046239269829,0.4091853567920664,2021-08-02 20:00:00
21.0,0.45834501028934205,0.8356399205785268,0.8982624269322603,0.45549655183066023,0.6386103786336794,0.6119902331637086,0.4449782745395361,0.5627233437153762,0.3473328401156327,0.48430373168165075,0.4091853569742486,2021-08-02 21:00:00
22.0,0.5979703689731146,0.5719717967186666,0.9777216572253433,0.7989108184866307,0.5841108605951087,0.6569875404772523,0.41214405208931104,0.8432053354411893,0.688767920212414,0.19910058833879807,0.4091853569490234,2021-08-02 22:00:00
23.0,0.9242253578787873,0.4875981782102853,0.7515137434265258,0.4384731183397244,0.6478425967280866,0.9623826460014536,0.10411201329434555,0.5103908863094131,0.6877655876719115,0.9317372917791826,0.409185356949533,2021-08-02 23:00:00
0.0,0.6798651236204729,0.04099897035907886,0.04498644575786871,0.009903063901868207,0.2797630006097567,0.49817259792461316,0.6255941386214569,0.6087840106407268,0.6013297651939697,0.5130335790179069,0.4091853569592154,2021-08-03 00:00:00
1.0,0.6358509970498741,0.10425107628914554,0.0681756042381669,0.015009525226736951,0.478207534381272,0.22094258924795035,0.4783657014466705,0.7621735208830522,0.6015922150185187,0.6039477812999215,0.4091853570152715,2021-08-03 01:00:00
2.0,0.5206917427020165,0.39411881386374714,0.004683113133772766,0.1233245377261043,0.39460851640080413,0.11739317559124995,0.5502233828891292,0.7226407417145224,0.4556600251649825,0.8580627825503561,0.4091853569592154,2021-08-03 02:00:00
3.0,0.41639896898678525,0.380125823661338,0.005513587068966125,0.019710806600428114,0.489508873382506,0.43064743182502996,0.43289135988610283,0.6243174009271153,0.3546296756940518,0.8433389072343191,0.4091853569373026,2021-08-03 03:00:00
4.0,0.23768625926916848,0.31828082424172166,0.0017563639916664472,0.30190099115824176,0.07148520492290636,0.09309137370065418,0.7498149051100091,0.46828958993324,0.8995801613796114,0.821674807784457,0.4046433416560299,2021-08-03 04:00:00
5.0,0.17216351848661393,0.5503633614037353,0.009176549194622987,0.04184143570325857,0.47197479004494736,0.5037278995875786,0.657681385414274,0.3739873350954819,0.8055964313350825,0.3633718781872405,0.3895446149866679,2021-08-03 05:00:00
6.0,0.4203691775242821,0.5162292237774264,0.006375522008937045,0.025515322352055204,0.11505512789760436,0.8711878064266454,0.7667484576432853,0.8193063656673724,0.7455974240367729,0.44957140784678734,0.3691472204520388,2021-08-03 06:00:00
7.0,0.5508950658891109,0.8741413356702782,0.038913422266575334,0.006370687534576701,0.46101520607749846,0.8125106508074228,0.8913178394803524,0.8435067564019989,0.8334796533943472,0.30982270364495357,0.3287799302627829,2021-08-03 07:00:00
8.0,0.34570139656533805,0.7756362339660676,0.006251531984502475,0.0016900282595912152,0.31150187357477166,0.5721035770349215,0.7349015948399602,0.6083682117040015,0.24365372443541272,0.5633532741506762,0.3106182700304187,2021-08-03 08:00:00
9.0,0.374320973514339,0.5521508370287723,0.03549320907712494,0.21469842560969898,0.20743644081416968,0.14983721285286017,0.4448268021437048,0.5103896445805457,0.19661930295395386,0.21902014841032608,0.2466474583951403,2021-08-03 09:00:00
10.0,0.42656896124386146,0.4217620265365897,0.006587332863296885,0.19629653103041284,0.10245484388260229,0.18141997759002415,0.6642417603039283,0.5487344510221772,0.17566820129703292,0.021734585552278907,0.2047861084868356,2021-08-03 10:00:00
11.0,0.44309482479036544,0.39478584960488927,0.03882055800035549,0.019712170155657054,0.055718099564196266,0.29921670230317765,0.6042094738775289,0.43407853701312016,0.44190690858505416,0.10890311429556526,0.3447036896125715,2021-08-03 11:00:00
12.0,0.5309590776222368,0.571926821649508,0.08918816960820225,0.03377369190306403,0.029007130879821638,0.09955342793157868,0.763608660942015,0.6824640180012973,0.8477385641805645,0.08815417716694757,0.8367610408375261,2021-08-03 12:00:00
13.0,0.726025866522314,0.88015207173427,0.214612437018513,0.028573230462910715,0.045551163705694314,0.07641125585699797,0.7942027198199237,0.878019573281994,0.9674739568274806,0.30305169820230166,0.5376784210458819,2021-08-03 13:00:00
14.0,0.8088316341060742,0.6212392999526422,0.26893653427376624,0.18486804108982535,0.1711283495947576,0.11448989775845075,0.6293102032194897,0.6557091956680372,0.9466219349618933,0.7966536052436899,0.6958880334463314,2021-08-03 14:00:00
15.0,0.580534143450577,0.8673847191941764,0.3635842966354066,0.8174862441532265,0.4308466353872829,0.4736649363581181,0.597154781424262,0.7178433545246424,0.8841407194010247,0.6802831219302207,0.7940404485159901,2021-08-03 15:00:00
16.0,0.7825143479254606,0.18771353998635104,0.30840331823677813,0.9689740739718391,0.19732141392833408,0.352026595244584,0.5874266341238746,0.9774798919597635,0.18202543974966795,0.8267426170321365,0.3261915182929423,2021-08-03 16:00:00
17.0,0.606533615628817,0.41865901989757265,0.4519289641806006,0.6794315880749373,0.14826709361933382,0.6597391143942265,0.29422101874183504,0.8493690751307379,0.03992000466459209,0.4444459596369764,0.405064413327287,2021-08-03 17:00:00
18.0,0.8377869574991218,0.8949908702183522,0.2534176740172668,0.7806791830530804,0.9292809688623658,0.4326440357918234,0.9581223039420195,0.8307037745833452,0.7120019066615154,0.6634244279131276,0.4091853572405148,2021-08-03 18:00:00
19.0,0.8329645536377066,0.9617631535942057,0.43739453606683676,0.9356993509666903,0.8434481195778974,0.5923890121635045,0.9452697458783417,0.9140389020441134,0.7753964122969105,0.27725219113418736,0.4091853574688158,2021-08-03 19:00:00
20.0,0.5916014111735288,0.9256793038747273,0.2026305208725716,0.7373897258902211,0.7417231150272936,0.7290924905861421,0.7184901648756744,0.5454112011055018,0.7681608509343912,0.3444036716794755,0.409185357457753,2021-08-03 20:00:00
21.0,0.23980375673822985,0.8506537496546065,0.03805027001242839,0.47493134889483185,0.6096117805948301,0.4528108565331075,0.6418527184864413,0.864029032619426,0.6334268823758613,0.06122138180431839,0.4091853568919901,2021-08-03 21:00:00
22.0,0.1734698556861497,0.37124488450917426,0.004064824643852996,0.3826004069123089,0.4217719290590309,0.35340977506704224,0.973055798437787,0.5996503743390029,0.5759245458656399,0.06311999743549572,0.4091853568654489,2021-08-03 22:00:00
23.0,0.10610806143044466,0.10933502762026098,0.001837448871968069,0.015942199640018147,0.18699836031207356,0.5354210156529041,0.9419267759990029,0.7174980092794383,0.5434134726401842,0.7385639616413099,0.4091853569371961,2021-08-03 23:00:00
0.0,0.8662617751073193,0.6328039915113934,0.34508120430760303,0.0649408413524323,0.8861853277665012,0.1916771387646708,0.9832186130232741,0.5055272293814181,0.6597943125637403,0.3821522844321491,0.409185356925327,2021-08-04 00:00:00
1.0,0.5168090122545101,0.46824575800712964,0.6886910024295418,0.18388612264360077,0.893446979851698,0.2988393109101103,0.9700773922293858,0.24522261792610534,0.32288168346742907,0.7089005870410723,0.4091853569209954,2021-08-04 01:00:00
2.0,0.8701009227833219,0.5289826136439978,0.4681345933840665,0.18458535919197655,0.944502815763707,0.430652542024412,0.99046253169015,0.43380929036882543,0.25210343818614833,0.9450615277092637,0.4091853566921848,2021-08-04 02:00:00
3.0,0.5734370468694032,0.4612022704269836,0.608295486735412,0.20144532186508374,0.7419752431857207,0.10896862315803829,0.9826404141125584,0.596640029464591,0.27065365540140396,0.952695592452524,0.5945380458395488,2021-08-04 03:00:00
4.0,0.43783305011722845,0.5294354459005758,0.6639319120801376,0.5432255032335599,0.8996268608521372,0.33812627760786934,0.9937540297147291,0.879825895252232,0.35395200212416494,0.9933005210353791,0.7495351113809008,2021-08-04 04:00:00
5.0,0.6816380312842554,0.7204352865479003,0.7544921623243233,0.21823342368840942,0.9457777254139375,0.4545028631365797,0.9437255415760111,0.8150280432700642,0.3267985949704022,0.6141378273750573,0.5428338755252707,2021-08-04 05:00:00
6.0,0.8636615428982992,0.6893355549556783,0.7799824078979442,0.5088112663162689,0.8385023605994,0.39190777939989435,0.9797450206599226,0.9054228665266606,0.4961545918487322,0.6052053512529534,0.54740581463448,2021-08-04 06:00:00
7.0,0.7718590820786925,0.7351761962378589,0.5987364754552352,0.6719599936681897,0.6040881293267868,0.6014712289254309,0.9945368155436938,0.8323807462541104,0.7304954237528204,0.5551634730320801,0.4495205769321199,2021-08-04 07:00:00
8.0,0.43031430034080675,0.489781909030334,0.6735828479200787,0.37541878457755506,0.4787114148468732,0.2116774501142631,0.9976901288094642,0.5322560106250405,0.6475317134035069,0.5420321673815544,0.3737063271875414,2021-08-04 08:00:00
9.0,0.2826336161089473,0.10969655005451301,0.6509716131411543,0.5110910595047141,0.6528781322732045,0.18230412128850604,0.9984218115645838,0.22557009097108977,0.4698137854941626,0.2671413283967564,0.3259435635903508,2021-08-04 09:00:00
10.0,0.3762546686620095,0.1429440990079655,0.6851684695918856,0.4246780401239079,0.6875115131633256,0.17522344562339665,0.9521099462601955,0.3654831721139872,0.2714335787617886,0.7150938690969246,0.3530503105669718,2021-08-04 10:00:00
11.0,0.6021001127241457,0.18438527370304392,0.6800285366051284,0.5696132637460201,0.8912908385379574,0.19002359839466898,0.912887337240498,0.8566791613343351,0.6253750034204303,0.5670686798807452,0.3661420015645908,2021-08-04 11:00:00
12.0,0.6216842776848339,0.36051359034977054,0.9133661469147445,0.44666053772104625,0.6857193616861235,0.3132782772205055,0.8535975980707244,0.8750626384070881,0.4633976851591883,0.3586918444474141,0.4286187571336357,2021-08-04 12:00:00
13.0,0.6262034699214156,0.2425395853242956,0.8174181848961027,0.4809969416977324,0.7291339550056803,0.2538258613374282,0.9355237677773873,0.8548976849410392,0.3316333963663816,0.5880814795199092,0.4553664177286076,2021-08-04 13:00:00
14.0,0.43876987186713834,0.5622976245762742,0.8773822433455831,0.4037589317256029,0.8921146881836222,0.4187483182458857,0.7221381354292027,0.6863263451029267,0.45520010168050684,0.9366937754988983,0.1819734361574337,2021-08-04 14:00:00
15.0,0.17328542989107382,0.566238603012571,0.5183745590110512,0.3701626001272662,0.8536849732694372,0.3344223935603951,0.8463177778007585,0.6875641384539741,0.7090777450649256,0.9651229926415351,0.2822226592056496,2021-08-04 15:00:00
16.0,0.27835307825359695,0.4927342713909373,0.830293168476812,0.8200529842019739,0.47221809367654655,0.5904324727658555,0.49770259296008235,0.6135963339616662,0.3280237433969177,0.8182326695166825,0.355444219777965,2021-08-04 16:00:00
17.0,0.19854412852030062,0.4144437657473816,0.8220270382405636,0.6376798894512382,0.7540074784734283,0.8248710868238134,0.7622489439815832,0.6655904192549777,0.10353655610453111,0.8281723887324708,0.7459442475644114,2021-08-04 17:00:00
18.0,0.17884780751513746,0.8721827636999615,0.9936625751122871,0.4447613233322869,0.8921779194098973,0.9438947634184783,0.6006077757013536,0.856294341626858,0.23086857787576853,0.8913025206066469,0.4945987423426967,2021-08-04 18:00:00
19.0,0.7747220436652338,0.5414093627810418,0.9859046049172463,0.36812210827228464,0.20601556874297927,0.8247187637477355,0.8200203064847104,0.722416806012,0.26257390354335464,0.8021889897202721,0.495169433199246,2021-08-04 19:00:00
20.0,0.649791742811951,0.31653530489891313,0.8855415771962549,0.4210067682050456,0.9457691725588389,0.9775870500822195,0.9663290132475928,0.7540315326486207,0.5299345620013829,0.8191819230420189,0.4777195449862564,2021-08-04 20:00:00
21.0,0.8653036447526727,0.45266819861526636,0.5930719265356403,0.8017570355989482,0.9948168622583253,0.9173926297926489,0.9950733654672234,0.8685643901736552,0.45457629744425937,0.5425880624217093,0.5845520183647036,2021-08-04 21:00:00
22.0,0.8096932878669176,0.24698057031914922,0.8563923234206323,0.48563084479479823,0.9961261988817501,0.9397204102150859,0.9842365436197673,0.19131594180003542,0.7835755442276866,0.5665410570662045,0.8423803152265448,2021-08-04 22:00:00
23.0,0.6475913107436798,0.8449381023653719,0.9287541140964457,0.5868116594022574,0.9919181293527068,0.5971682302796048,0.9228405368618178,0.488683674938948,0.357755507236784,0.8614579194863479,0.6352024349476546,2021-08-04 23:00:00
0.0,0.9376751881093645,0.9298387729002067,0.3116119948008995,0.9244179669269328,0.18606056600661308,0.10175609059783497,0.9901082718526257,0.35933859040163996,0.15181639318329432,0.6845942490814165,0.73155728069013,2021-08-05 00:00:00
1.0,0.6881896536071828,0.8168882068321597,0.31651041380080097,0.8167560090185084,0.21233437088387486,0.19140038978246843,0.9598264997563308,0.39095688884104723,0.29993999730464693,0.3344959099672353,0.561685910561842,2021-08-05 01:00:00
2.0,0.7874007959280842,0.8684074176681956,0.4241356311210355,0.725214238954117,0.5782497753591422,0.07563896589633666,0.8979034546391749,0.45010550809066624,0.25679495538618413,0.21556338810984932,0.5858366071466741,2021-08-05 02:00:00
3.0,0.43129338454284555,0.9607119890202277,0.368894881772154,0.9010864802103938,0.3825777068384027,0.1605879436292056,0.9703576791100474,0.8730911719736794,0.1299152279001175,0.34906256499732163,0.4964989077789225,2021-08-05 03:00:00
4.0,0.4679812101231081,0.8393851240217691,0.36367314727117567,0.9202591221772949,0.58334306085568,0.07835670946084856,0.9064582963993386,0.43370166892432416,0.19679546073003812,0.4976516213536193,0.4794529917452881,2021-08-05 04:00:00
5.0,0.6159054695067574,0.4689844053210976,0.642759215604063,0.7983178291932211,0.4484196458077856,0.5755114032228821,0.8330972267153075,0.5647598725897797,0.14486244840315837,0.7306235895203905,0.5202285328328924,2021-08-05 05:00:00
6.0,0.8491996926614382,0.8222642543303513,0.8535127309467769,0.9723490384335659,0.12733510986765878,0.675076702995328,0.9663473460414544,0.2766044110217588,0.10630778752245301,0.7447927492946711,0.4485288145447084,2021-08-05 06:00:00
7.0,0.8239552324346875,0.658193463108908,0.5893317384171808,0.8648028236586054,0.17317515281446477,0.635560723212184,0.8651099623470545,0.696798853414417,0.3408709456468618,0.4364217401773448,0.3908291903029579,2021-08-05 07:00:00
8.0,0.41478427533621676,0.7332010024952278,0.4889169355379689,0.7265899232361896,0.03618292938670038,0.3951296803498846,0.8076620849082181,0.7299091036084435,0.011729710243157667,0.13395195178565905,0.4006078819460771,2021-08-05 08:00:00
9.0,0.2806054332479726,0.8386373171271659,0.4477479151225002,0.7371419897270581,0.15684558145225247,0.19275715511656288,0.6374313616562225,0.5188436988596844,0.0599014431685224,0.5966463594678783,0.217719630483014,2021-08-05 09:00:00
10.0,0.36301143697643157,0.9651004178962989,0.47497745208023195,0.4809953035517642,0.09622346113617058,0.05896596776912913,0.7516675304037377,0.8345929346629082,0.12995466834881259,0.5623009389239896,0.3181035109243481,2021-08-05 10:00:00
11.0,0.4427217932846086,0.9604619078727439,0.02140097701716325,0.45014100840020965,0.001377928344453312,0.08244076452038329,0.4722904416553777,0.7494140869555856,0.06727644558946795,0.41302142593433266,0.4376985127839027,2021-08-05 11:00:00
12.0,0.47422367860729225,0.8556297845164058,0.015244307236270108,0.13305096368014457,0.00397799806457409,0.11561023297151363,0.212310077243963,0.9343933898606104,0.20831929949685246,0.3451486160733205,0.5376634591133133,2021-08-05 12:00:00
13.0,0.48656547998797267,0.8930176153916521,0.03223467017808404,0.0814633579724236,0.0853856549257691,0.12590939759130798,0.3847187211278488,0.7824033323016871,0.13387377972136288,0.5290290004972179,0.5555921291685013,2021-08-05 13:00:00
14.0,0.20072410034150723,0.9541931003570598,0.03279463629692006,0.08605962716214094,0.24141832156126103,0.19218024021315322,0.3836040989356042,0.9393185023374269,0.47151387272884643,0.4570248774593438,0.5418827240976887,2021-08-05 14:00:00
15.0,0.26938475246248156,0.9688361540957277,0.08198882160825893,0.0113204922604912,0.4820056101231075,0.45691625100520056,0.196305292144266,0.8131828293975785,0.5747815792896999,0.5557790896265158,0.5917807692143277,2021-08-05 15:00:00
16.0,0.2654422740706277,0.9976247596515317,0.26732268146330623,0.11647121022490953,0.7275507798463239,0.3545014152575895,0.8293379867513653,0.5904111762700659,0.7623388887344438,0.8214841919489113,0.6991027115296652,2021-08-05 16:00:00
17.0,0.445706322554211,0.9865647872280622,0.7263452122330474,0.14659796768103323,0.998120396329506,0.3580793270402962,0.8485864558602256,0.4038959943116842,0.9741854345985151,0.9001736674286919,0.4944822530105546,2021-08-05 17:00:00
18.0,0.8074040038498778,0.9705455345773782,0.782984279918504,0.33168570579219026,0.9997423767921205,0.4559562132257168,0.6633042802515738,0.8747395442344645,0.8991405763885707,0.730455853038662,0.4934359864402143,2021-08-05 18:00:00
19.0,0.8066137939774196,0.9036280478586951,0.26766854031607384,0.45070945571294446,0.9184979529220854,0.5980529626487803,0.3705333976334295,0.6707602964213012,0.9350032964371687,0.8490109582579426,0.5244670345877133,2021-08-05 19:00:00
20.0,0.3276109855488999,0.982952974543246,0.022704512284204316,0.9267024699247274,0.8270769690274256,0.23828563153659188,0.9541092182992817,0.47134444547552506,0.9953833081082878,0.9475434482326281,0.8368080640541709,2021-08-05 20:00:00
21.0,0.48818791428169284,0.7012799052583518,0.28007932139211533,0.5508949395199456,0.13474602998190016,0.22575799314161027,0.9732954282198828,0.5110954214045871,0.8823721686377892,0.8039702770887366,0.5612349151658425,2021-08-05 21:00:00
22.0,0.6408823756802279,0.5033657891792741,0.5687676936099743,0.48132061259680997,0.008832573642684622,0.4467280780747883,0.7224597364962859,0.7664226533271035,0.6893358550536786,0.3311019182309306,0.6180624724807312,2021-08-05 22:00:00
23.0,0.209076057349188,0.966699427634276,0.5509945662671404,0.6006071068818567,0.05728073912370235,0.36081042956213977,0.8973991433248981,0.5465629761166387,0.18439974597745334,0.630967838318617,0.6222838748840451,2021-08-05 23:00:00
0.0,0.49679328764344693,0.682042163908038,0.5804627132051686,0.7769065428180653,0.9591026818924008,0.8515317148451884,0.8243418367507307,0.8373709034807559,0.7791638876030866,0.4016347380484391,0.4952250060916439,2021-08-06 00:00:00
1.0,0.41370993503425657,0.7473412252707651,0.6153293757586957,0.6507558089689978,0.6704635975928472,0.8488741835695648,0.5014936333242801,0.3544982392254158,0.7227762019212737,0.5959523918790854,0.5735528605077653,2021-08-06 01:00:00
2.0,0.346730363873333,0.6604934279867762,0.34386759794093025,0.7338930603797515,0.8972336743645463,0.8591038634581062,0.072007847212098,0.7612745381573316,0.8371999344896466,0.46867912090974306,0.4876200695088639,2021-08-06 02:00:00
3.0,0.6438981551823708,0.7888408875945526,0.06273372382105047,0.9109897279912467,0.8822092735879516,0.8480400298032436,0.21027535983944173,0.6399626994683951,0.7589853551271438,0.47536086221072377,0.5221970956751467,2021-08-06 03:00:00
4.0,0.777946941602099,0.3364817117364528,0.15280453206216982,0.7417172316706433,0.8892142542737095,0.6531310141939553,0.47620071715948925,0.4104367170245501,0.5249252616654456,0.6941577043243126,0.4805879612015715,2021-08-06 04:00:00
5.0,0.5545054457547042,0.20394397161570865,0.0680403881823091,0.5084216804162502,0.8855229233679219,0.7685729902451031,0.20174916438707013,0.9181736684851076,0.23314662868287794,0.8467620826712847,0.4864722755389501,2021-08-06 05:00:00
6.0,0.6908536854518119,0.14325697986474323,0.01602388634325718,0.7208423642456337,0.7650972439889265,0.6136852986609099,0.3725556872774013,0.9216793570728238,0.15388770494354864,0.5796189533508345,0.5742582087574328,2021-08-06 06:00:00
7.0,0.565290945279641,0.35468844510024494,0.026012958417984136,0.7987143238109293,0.5203948062592076,0.45215535839868626,0.09104741463861116,0.6259562768353425,0.5277886631087383,0.31963153148136725,0.4010930760450911,2021-08-06 07:00:00
8.0,0.4505066793995352,0.11710909344464054,0.12441571594808226,0.6717761692854591,0.11209714640885626,0.6340540348723746,0.26538545222084,0.3676213518758087,0.9203834477614791,0.1879930715949134,0.4259726324879129,2021-08-06 08:00:00
9.0,0.42169440230912003,0.2873249807036107,0.07503263998709646,0.48885181630050073,0.6344557135980763,0.8657976841062623,0.11005690500663812,0.6402192829552137,0.6183113081796365,0.13159681723237182,0.3455073591334048,2021-08-06 09:00:00
10.0,0.9213098619694589,0.18088525057558624,0.0770916116438333,0.28852743160691674,0.7530130808531434,0.5849179015254448,0.01353288864040421,0.3559852549204141,0.7241889313042924,0.04590993089689273,0.4188528900041465,2021-08-06 10:00:00
11.0,0.8751766608279645,0.1850402332372933,0.09361856988024558,0.4052692430552525,0.43145843065531386,0.714666652810492,0.07282041948881245,0.2849147096775353,0.757173488288508,0.10728924775216736,0.1835294771445792,2021-08-06 11:00:00
12.0,0.8607192506441701,0.3123609821758401,0.20166250301145455,0.5903144910788855,0.0964425070255529,0.7237877656901994,0.2550749525706423,0.7138974919179142,0.9124566098388003,0.35966391420793387,0.2269703796483519,2021-08-06 12:00:00
13.0,0.7486231241068628,0.5136924827761795,0.3504765208626696,0.7700567760758162,0.2333478603808386,0.8166347737229394,0.20344934307889245,0.6475743996105132,0.9540297426228979,0.09879125274833994,0.3179154180577701,2021-08-06 13:00:00
14.0,0.8091285915090833,0.4572542640338408,0.49724081701627115,0.8975275173631032,0.3036522453349315,0.5351092637993332,0.3554833639370183,0.7246027545898468,0.9924295785003567,0.08639077463100497,0.2697102087403334,2021-08-06 14:00:00
15.0,0.788197313227195,0.8464957452318846,0.3914684931478646,0.9239431116853519,0.6442255769561458,0.7830462291793168,0.3138260927032296,0.8292957233059509,0.9860265692668182,0.17750687044748803,0.3938386761682064,2021-08-06 15:00:00
16.0,0.6680014673008493,0.4935941128411765,0.40029905886112127,0.9734339752497181,0.9148107984279056,0.6700076069692789,0.2727838133822092,0.6469620060781675,0.8184996290537918,0.06494067534452617,0.5329632748678007,2021-08-06 16:00:00
17.0,0.9239536143969822,0.6087856715309271,0.9415611999380058,0.20479550027700644,0.9596202702498827,0.8919889187801208,0.13830815068051844,0.6444194480579398,0.910454989278283,0.0948803153181339,0.5891431942443583,2021-08-06 17:00:00
18.0,0.8731907652003552,0.37413818354129463,0.7679980887711584,0.5272502858306628,0.7620251774171107,0.8887223797673587,0.5143578327380681,0.9687162547018792,0.7504605210478485,0.6885714524553014,0.6689864786877957,2021-08-06 18:00:00
19.0,0.7789602367910133,0.7882399392224845,0.09364720780967423,0.13150014286506645,0.876141205963898,0.7277180878273627,0.45942235037201906,0.9927413524193254,0.3595192792673009,0.4638027959751541,0.6299123230751474,2021-08-06 19:00:00
20.0,0.7255309331227597,0.23796605340196547,0.2235676808971474,0.47587518663940276,0.8208070712640564,0.18978538573116,0.30399645607587633,0.8261650846099535,0.5448299819408132,0.23449681576465253,0.6298140018039816,2021-08-06 20:00:00
21.0,0.5975981938840657,0.50976929777125,0.6398685506663322,0.9518769453492333,0.9221352084705622,0.6089199235638577,0.40896331605365627,0.923023586458942,0.344667996865606,0.23159367832976152,0.6506474241964375,2021-08-06 21:00:00
22.0,0.9542980271222342,0.07833579504701381,0.0826541532646276,0.5078351434532795,0.9867206611274547,0.7436903285673037,0.4838962319065476,0.9808938435197385,0.7836107033311517,0.2572854149057647,0.5506514852924204,2021-08-06 22:00:00
23.0,0.25088160654802816,0.29955321815812574,0.21118661167961778,0.529120032727682,0.8992078379147774,0.8073665459707402,0.39649286252996224,0.970964347017134,0.7255601212498463,0.09634689215070763,0.6117100633958458,2021-08-06 23:00:00
