Month,Hour,Day Type,kg_CO2/kWh
8,17,4,0.178068192810547
8,18,4,0.175646649947998
8,19,4,0.171344101149414
8,20,4,0.172364932314941
8,21,4,0.164338646237793
8,22,4,0.147705767570313
8,23,4,0.140250319716309
8,24,4,0.126731096533691
8,1,5,0.112905012161621
8,2,5,0.11222247856958
8,3,5,0.112234272404541
8,4,5,0.112497259697388
8,5,5,0.117108974466553
8,6,5,0.119953572709473
8,7,5,0.119267384689697
8,8,5,0.120422322279053
8,9,5,0.130021451905029
8,10,5,0.143954732823975
8,11,5,0.155220945938232
8,12,5,0.159755675480713
8,13,5,0.15851406981543
8,14,5,0.162060871884521
8,15,5,0.164541522347168
8,16,5,0.166706909205078
8,17,5,0.164906452947021
8,18,5,0.166720502568848
8,19,5,0.162707331845215
8,20,5,0.168212048943115
8,21,5,0.165771874036133
8,22,5,0.145810157765869
8,23,5,0.138582765582031
8,24,5,0.119238647598877
8,1,6,0.105921469973877
8,2,6,0.103933710451904
8,3,6,0.10275837589563
8,4,6,0.103706395357056
8,5,6,0.102927074800171
8,6,6,0.108794680724854
8,7,6,0.1154455661698
8,8,6,0.118073881813721
8,9,6,0.125983350786133
8,10,6,0.139413234284668
8,11,6,0.14960562703125
8,12,6,0.156323752562256
8,13,6,0.159774182942383
8,14,6,0.159171769909912
8,15,6,0.162582984404541
8,16,6,0.1631712642146
8,17,6,0.164947454518799
8,18,6,0.169083325422119
8,19,6,0.169289108462646
8,20,6,0.166478078353271
8,21,6,0.161780699091553
8,22,6,0.140611997321777
8,23,6,0.132724634868652
8,24,6,0.119613973938232
8,1,7,0.111507712648071
8,2,7,0.113002041370728
8,3,7,0.113491824663574
8,4,7,0.119739802529541
8,5,7,0.124483291256348
8,6,7,0.132813116315918
8,7,7,0.146995078273682
8,8,7,0.158899611941406
8,9,7,0.164189576039795
8,10,7,0.175999911295654
8,11,7,0.178605753593262
8,12,7,0.178336724036377
8,13,7,0.182278301198486
8,14,7,0.180871609528809
8,15,7,0.181014782809326
8,16,7,0.181280033355713
8,17,7,0.181415247181885
8,18,7,0.181730884534912
8,19,7,0.180176243912109
8,20,7,0.183153841176514
8,21,7,0.171977618345215
8,22,7,0.148730751494629
8,23,7,0.138177137946045
8,24,7,0.120897093348877
8,1,1,0.116779799119873
8,2,1,0.114403583619507
8,3,1,0.114315898117676
8,4,1,0.115245479330078
8,5,1,0.122566363956787
8,6,1,0.126564667803955
8,7,1,0.139385175477783
8,8,1,0.14916778782959
8,9,1,0.16383786505542
8,10,1,0.17135067635083
8,11,1,0.173947354894043
8,12,1,0.173799668948975
8,13,1,0.174206805420654
8,14,1,0.176924841418213
8,15,1,0.1723805051604
8,16,1,0.172441052383545
8,17,1,0.172282596950684
8,18,1,0.173506041217529
8,19,1,0.170316860892822
8,20,1,0.168989722239014
8,21,1,0.159440840994385
8,22,1,0.136245634463135
8,23,1,0.133838335563232
8,24,1,0.114403943525269
8,1,2,0.103217276505615
8,2,2,0.101158871635376
8,3,2,0.101341876793945
8,4,2,0.105450367174316
8,5,2,0.114344545232056
8,6,2,0.12258973014624
8,7,2,0.140282282116455
8,8,2,0.151179688722656
8,9,2,0.165181628586914
8,10,2,0.171166709136475
8,11,2,0.173906367164795
8,12,2,0.170169133420166
8,13,2,0.170844219731445
8,14,2,0.170341805130615
8,15,2,0.168808025199463
8,16,2,0.175039239762451
8,17,2,0.177742782631836
8,18,2,0.18002837801416
8,19,2,0.178175666208008
8,20,2,0.180996745993652
8,21,2,0.166187897411621
8,22,2,0.140092847103027
8,23,2,0.118057326148682
8,24,2,0.115971949110107
8,1,3,0.113205311992187
8,2,3,0.113149028268066
8,3,3,0.114526242271606
8,4,3,0.115341643381103
8,5,3,0.118617644049561
8,6,3,0.127374926413818
8,7,3,0.139691829029297
8,8,3,0.15020037130249
8,9,3,0.164718900517578
8,10,3,0.171803202476074
8,11,3,0.173523205953857
8,12,3,0.170519958482666
8,13,3,0.17624587919873
8,14,3,0.181103416524414
8,15,3,0.180671917201172
8,16,3,0.180708586061279
8,17,3,0.177233280656006
8,18,3,0.176002984337158
8,19,3,0.174246311999268
8,20,3,0.174081641270752
8,21,3,0.159243045093262
8,22,3,0.143138300446045
8,23,3,0.127025748612305
8,24,3,0.11121873600647
9,1,4,0.108912210719849
9,2,4,0.10462551161731
9,3,4,0.104658553734741
9,4,4,0.103819834884644
9,5,4,0.113204564495605
9,6,4,0.11701905339624
9,7,4,0.123191063461426
9,8,4,0.126733532818848
9,9,4,0.125439104061768
9,10,4,0.128016458434082
9,11,4,0.131317389497803
9,12,4,0.133320334274414
9,13,4,0.134375993243652
9,14,4,0.134602899983887
9,15,4,0.138513179187256
9,16,4,0.137509332805176
9,17,4,0.142958112242187
9,18,4,0.140305994369141
9,19,4,0.142218713539795
9,20,4,0.14368531567627
9,21,4,0.132280248150635
9,22,4,0.126665842850586
9,23,4,0.126860413442383
9,24,4,0.107519527689819
9,1,5,0.10182657987854
9,2,5,0.0971952225603027
9,3,5,0.0955670573431397
9,4,5,0.0963172670609131
9,5,5,0.102536611655029
9,6,5,0.103236358432251
9,7,5,0.103502204207397
9,8,5,0.106559029188232
9,9,5,0.106675610969971
9,10,5,0.107414345230957
9,11,5,0.110169416915649
9,12,5,0.115038796525146
9,13,5,0.114863688529541
9,14,5,0.112614429786621
9,15,5,0.114800594281006
9,16,5,0.119645161156738
9,17,5,0.122794821060303
9,18,5,0.127146109404541
9,19,5,0.12738532215332
9,20,5,0.126330867484131
9,21,5,0.12419443919751
9,22,5,0.118959194617432
9,23,5,0.117103160604248
9,24,5,0.104533735648071
9,1,6,0.102288768089233
9,2,6,0.0983946085112305
9,3,6,0.0943345254558106
9,4,6,0.0913331674898682
9,5,6,0.0987276113172607
9,6,6,0.102828578282959
9,7,6,0.100495198489502
9,8,6,0.105009018891479
9,9,6,0.113196321269409
9,10,6,0.112940725887207
9,11,6,0.117567355981689
9,12,6,0.121448385920654
9,13,6,0.120245331699463
9,14,6,0.125333665516113
9,15,6,0.127544677350586
9,16,6,0.128145927610596
9,17,6,0.132541055245117
9,18,6,0.133739029258057
9,19,6,0.13611973665918
9,20,6,0.135952062101807
9,21,6,0.133088776444336
9,22,6,0.124064651642822
9,23,6,0.116240494178467
9,24,6,0.10640089905481
9,1,7,0.102651110136108
9,2,7,0.102261920503662
9,3,7,0.0958147901687012
9,4,7,0.0958263140743408
9,5,7,0.100284978918335
9,6,7,0.107298081827393
9,7,7,0.112791358074829
9,8,7,0.115774201657837
9,9,7,0.119056369173096
9,10,7,0.121786600438965
9,11,7,0.12721897647876
9,12,7,0.135814854951416
9,13,7,0.140643419863281
9,14,7,0.144777657348145
9,15,7,0.147948233313477
9,16,7,0.15123337005127
9,17,7,0.158128430791748
9,18,7,0.158942150033936
9,19,7,0.157927686431885
9,20,7,0.162171861284424
9,21,7,0.149633658153076
9,22,7,0.134396424816895
9,23,7,0.127176106165527
9,24,7,0.124940413101318
9,1,1,0.120005509879395
9,2,1,0.119883197290527
9,3,1,0.120018383431641
9,4,1,0.124429665297852
9,5,1,0.12954972619165
9,6,1,0.141514419491699
9,7,1,0.157439598848877
9,8,1,0.173037845349121
9,9,1,0.18483893379541
9,10,1,0.183750620299561
9,11,1,0.19441792254126
9,12,1,0.194330922244629
9,13,1,0.198156360585937
9,14,1,0.201996776543945
9,15,1,0.205801547989014
9,16,1,0.210234839476807
9,17,1,0.211781049999268
9,18,1,0.206896588954102
9,19,1,0.204904579775635
9,20,1,0.205194456181641
9,21,1,0.190394300708008
9,22,1,0.17303313888916
9,23,1,0.16271944405835
9,24,1,0.147612067489502
9,1,2,0.145052985255859
9,2,2,0.143144225048584
9,3,2,0.143119599188965
9,4,2,0.141555213425537
9,5,2,0.140342372536133
9,6,2,0.150815713257324
9,7,2,0.163444474215332
9,8,2,0.171134137665039
9,9,2,0.179036920695801
9,10,2,0.190802253888916
9,11,2,0.193699066152344
9,12,2,0.200258916203369
9,13,2,0.199117253599609
9,14,2,0.199117198229492
9,15,2,0.19828133094043
9,16,2,0.197752366368408
9,17,2,0.193140437040039
9,18,2,0.193411999779785
9,19,2,0.195347046950195
9,20,2,0.191167627449707
9,21,2,0.176990773385254
9,22,2,0.169925892495361
9,23,2,0.157264753861328
9,24,2,0.137503698895752
9,1,3,0.126336625976318
9,2,3,0.122669712280518
9,3,3,0.123937563381348
9,4,3,0.130505663579834
9,5,3,0.133865619188477
9,6,3,0.145791110445557
9,7,3,0.155982991018555
9,8,3,0.157189921147949
9,9,3,0.166134188397949
9,10,3,0.166527440812744
9,11,3,0.16824463425708
9,12,3,0.161988350873535
9,13,3,0.161039805395996
9,14,3,0.166275077661133
9,15,3,0.170302090914062
9,16,3,0.169057163041748
9,17,3,0.164695395902832
9,18,3,0.165360307955078
9,19,3,0.166890793364258
9,20,3,0.167529515351074
9,21,3,0.149391012457031
9,22,3,0.151875497300293
9,23,3,0.137814269883057
9,24,3,0.119823909737549
9,1,4,0.114631258620117
9,2,4,0.113696140395996
9,3,4,0.115611046686279
9,4,4,0.114202195582031
9,5,4,0.119840534615234
9,6,4,0.125928423629883
9,7,4,0.137190331717529
9,8,4,0.143745392253418
9,9,4,0.15751731080835
9,10,4,0.16618043628833
9,11,4,0.163998604505615
9,12,4,0.161589035430908
9,13,4,0.168198317154053
9,14,4,0.164929569970947
9,15,4,0.166208425882568
9,16,4,0.169426080290039
9,17,4,0.168552672061523
9,18,4,0.170879545866211
9,19,4,0.168775882846436
9,20,4,0.167992963231934
9,21,4,0.156290848870117
9,22,4,0.140513217032715
9,23,4,0.12730816389502
9,24,4,0.113313283720703
9,1,5,0.111078289704224
9,2,5,0.112467076062256
9,3,5,0.110119943715942
9,4,5,0.107195141858276
9,5,5,0.108962839770752
9,6,5,0.110035199751587
9,7,5,0.116489050634521
9,8,5,0.120653201825195
9,9,5,0.122546375344482
9,10,5,0.128688291750977
9,11,5,0.135304245573242
9,12,5,0.135928031470947
9,13,5,0.138646496586914
9,14,5,0.132052912291992
9,15,5,0.132839347908936
9,16,5,0.146807041355713
9,17,5,0.148060302430664
9,18,5,0.15040611281543
9,19,5,0.148006524204346
9,20,5,0.151334918846191
9,21,5,0.14497264321582
9,22,5,0.126877661233887
9,23,5,0.120582397287842
9,24,5,0.115814836402588
9,1,6,0.113820238671143
9,2,6,0.114855798287842
9,3,6,0.112385149052612
9,4,6,0.114066995598389
9,5,6,0.111937038694214
9,6,6,0.111929155373779
9,7,6,0.118914275609863
9,8,6,0.121089324553223
9,9,6,0.120491839461182
9,10,6,0.117934819764404
9,11,6,0.119895627881836
9,12,6,0.12377489981958
9,13,6,0.128066872925781
9,14,6,0.120918480056641
9,15,6,0.124329957559326
9,16,6,0.135856299484131
9,17,6,0.140688075862793
9,18,6,0.146369977335693
9,19,6,0.146307602898682
9,20,6,0.148379345045898
9,21,6,0.143351364656982
9,22,6,0.125627376302734
9,23,6,0.113308286567627
9,24,6,0.11623807173584
9,1,7,0.112125857715088
9,2,7,0.110006220416504
9,3,7,0.109287315578735
9,4,7,0.112705748952393
9,5,7,0.121112524632324
9,6,7,0.133772708131836
9,7,7,0.144150729196289
9,8,7,0.150450450436768
9,9,7,0.158010907718018
9,10,7,0.161343164425537
9,11,7,0.161639574505371
