Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
8,3,6,0,,,,1.08353333333333,0,0,0,0
8,4,6,0,,,,0.871883333333334,0,0,0,0
8,5,6,0,,,,1.31066666666667,0,0,0,0
8,6,6,0,,,,1.55265,0,0,0,13.0166666666667
8,7,6,0,,,,0.787266666666667,0,0,0,124.441666666667
8,8,6,0,,,,1.22086666666667,0,0,0,282.333333333333
8,9,6,0,,,,1.66966666666667,0,0,0,463.3875
8,10,6,0,,,,1.32106666666667,0,0,0,616.3875
8,11,6,0,,,,1.24385,0,0,0,720.145833333333
8,12,6,0,,,,1.16071666666667,0,0,0,766.695833333333
8,13,6,0,,,,1.58043333333333,0,0,0,762.970833333333
8,14,6,0,,,,1.92226666666667,0,0,0,703.829166666667
8,15,6,0,,,,1.2551,0,0,0,596.375
8,16,6,0,,,,4.2199,0,0,0,434.370833333333
8,17,6,0,,,,3.83391666666667,0,0,0,246.345833333333
8,18,6,0,,,,3.33312916666667,0,0,0,79.5364583333333
8,19,6,0,,,,2.26998333333333,0,0,0,3.6875
8,20,6,0,,,,1.91925,0,0,0,0
8,21,6,0,,,,2.50405,0,0,0,0
8,22,6,0,,,,3.04743333333333,0,0,0,0
8,23,6,0,,,,2.16733333333333,0,0,0,0
8,24,6,0,,,,1.89563333333333,0,0,0,0
8,1,7,0,,,,1.01468333333333,0,0,0,0
8,2,7,0,,,,1.05393333333333,0,0,0,0
8,3,7,0,,,,1.18166666666667,0,0,0,0
8,4,7,0,,,,1.14585,0,0,0,0
8,5,7,0,,,,1.08825,0,0,0,0
8,6,7,0,,,,1.06386666666667,0,0,0,12.6625
8,7,7,0,,,,0.8833,0,0,0,125.445833333333
8,8,7,0,,,,0.689283333333334,0,0,0,284.875
8,9,7,0,,,,0.73805,0,0,0,467.8
8,10,7,0,,,,1.12766666666667,0,0,0,619.120833333333
8,11,7,0,,,,0.8103,0,0,0,721.9625
8,12,7,0,,,,0.620916666666667,0,0,0,770.470833333333
8,13,7,0,,,,1.31798333333333,0,0,0,762.229166666667
8,14,7,0,,,,1.20063333333333,0,0,0,707.104166666667
8,15,7,0,,,,1.66305,0,0,0,594.295833333333
8,16,7,0,,,,3.41628333333333,0,0,0,427.9125
8,17,7,0,,,,3.39411666666667,0,0,0,240.716666666667
8,18,7,0,,,,3.75078333333333,0,0,0,76.1416666666667
8,19,7,0,,,,3.72305,0,0,0,2.39583333333333
8,20,7,0,,,,3.9582,0,0,0,0
8,21,7,0,,,,2.04575,0,0,0,0
8,22,7,0,,,,2.14813333333333,0,0,0,0
8,23,7,0,,,,0.884683333333333,0,0,0,0
8,24,7,0,,,,2.01520833333333,0,0,0,0
8,1,1,0,,,,0.868233333333333,0,0,0,0
8,2,1,0,,,,0.858383333333333,0,0,0,0
8,3,1,0,,,,0.751716666666667,0,0,0,0
8,4,1,0,,,,0.926516666666667,0,0,0,0
8,5,1,0,,,,1.05733333333333,0,0,0,0
8,6,1,0,,,,1.50971666666667,0,0,0,9.49583333333333
8,7,1,0,,,,0.983416666666667,0,0,0,125.616666666667
8,8,1,0,,,,0.722216666666667,0,0,0,284.079166666667
8,9,1,0,,,,0.65195,0,0,0,467.241666666667
8,10,1,0,,,,0.729116666666667,0,0,0,618.175
8,11,1,0,,,,1.1015,0,0,0,721.116666666667
8,12,1,0,,,,0.846116666666667,0,0,0,770.054166666667
8,13,1,0,,,,0.68235,0,0,0,765.295833333333
8,14,1,0,,,,0.6919,0,0,0,706.620833333333
8,15,1,0,,,,0.666866666666667,0,0,0,593.316666666667
8,16,1,0,,,,0.634566666666667,0,0,0,433.1125
8,17,1,0,,,,0.97805,0,0,0,246.85
8,18,1,0,,,,3.42368333333333,0,0,0,78.75
8,19,1,0,,,,3.47208333333333,0,0,0,2.74166666666667
8,20,1,0,,,,3.93978333333333,0,0,0,0
8,21,1,0,,,,3.66986666666667,0,0,0,0
8,22,1,0,,,,1.86813333333333,0,0,0,0
8,23,1,0,,,,1.13798333333333,0,0,0,0
8,24,1,0,,,,1.47361666666667,0,0,0,0
8,1,2,0,,,,1.75633333333333,0,0,0,0
8,2,2,0,,,,2.64235,0,0,0,0
8,3,2,0,,,,1.46771666666667,0,0,0,0
8,4,2,0,,,,1.4675,0,0,0,0
8,5,2,0,,,,1.1095,0,0,0,0
8,6,2,0,,,,1.26415,0,0,0,16.775
8,7,2,0,,,,1.00013333333333,0,0,0,130.545833333333
8,8,2,0,,,,0.641116666666667,0,0,0,293.3625
8,9,2,0,,,,0.687233333333333,0,0,0,478.379166666667
8,10,2,0,,,,0.6525,0,0,0,634.3
8,11,2,0,,,,0.658166666666667,0,0,0,740.5875
8,12,2,0,,,,0.8329,0,0,0,789.216666666667
8,13,2,0,,,,0.601816666666667,0,0,0,780.045833333333
8,14,2,0,,,,0.672983333333333,0,0,0,716.970833333333
8,15,2,0,,,,1.0372,0,0,0,600.775
8,16,2,0,,,,0.669583333333333,0,0,0,439.866666666667
8,17,2,0,,,,0.5535,0,0,0,249.3
8,18,2,0,,,,1.80705,0,0,0,76.0458333333333
8,19,2,0,,,,3.13128325195313,0,0,0,1.8
8,20,2,0,,,,5.36306666666667,0,0,0,0
8,21,2,0,,,,2.80551666666667,0,0,0,0
8,22,2,0,,,,2.31805,0,0,0,0
8,23,2,0,,,,1.72315,0,0,0,0
8,24,2,0,,,,1.48989166666667,0,0,0,0
8,1,3,0,,,,0.753916666666667,0,0,0,0
8,2,3,0,,,,1.00465,0,0,0,0
8,3,3,0,,,,1.60625,0,0,0,0
8,4,3,0,,,,0.497966671666667,0,0,0,0
8,5,3,0,,,,1.54513333333333,0,0,0,0
8,6,3,0,,,,1.406683335,0,0,0,8.49583333333333
8,7,3,0,,,,0.81495,0,0,0,127.833333333333
8,8,3,0,,,,1.20685,0,0,0,293.320833333333
8,9,3,0,,,,1.44338333333333,0,0,0,477.4875
8,10,3,0,,,,0.659833333333334,0,0,0,632.445833333333
8,11,3,0,,,,0.637983333333334,0,0,0,735.179166666667
8,12,3,0,,,,0.661233333333333,0,0,0,790.866666666667
8,13,3,0,,,,0.629816666666667,0,0,0,781.525
8,14,3,0,,,,1.44168333333333,0,0,0,710.970833333333
8,15,3,0,,,,2.48303333333333,0,0,0,592.404166666667
8,16,3,0,,,,1.91016666666667,0,0,0,434.129166666667
8,17,3,0,,,,1.16118333333333,0,0,0,245.029166666667
8,18,3,0,,,,0.895733333333333,0,0,0,73.7916666666667
8,19,3,0,,,,0.583783333333333,0,0,0,1.50416666666667
8,20,3,0,,,,1.36415,0,0,0,0
8,21,3,0,,,,2.86856666666667,0,0,0,0
8,22,3,0,,,,2.16605,0,0,0,0
8,23,3,0,,,,1.76718333333333,0,0,0,0
8,24,3,0,,,,1.7916,0,0,0,0
8,1,4,0,,,,0.790816666666667,0,0,0,0
8,2,4,0,,,,0.8059,0,0,0,0
8,3,4,0,,,,0.765033333333334,0,0,0,0
8,4,4,0,,,,0.778566666666667,0,0,0,0
8,5,4,0,,,,2.01421666666667,0,0,0,0
8,6,4,0,,,,0.84745,0,0,0,7.78333333333333
8,7,4,0,,,,0.789416666666666,0,0,0,123.125
8,8,4,0,,,,1.0594,0,0,0,288.2125
8,9,4,0,,,,1.66928333333333,0,0,0,471.129166666667
8,10,4,0,,,,1.88965,0,0,0,619.866666666667
8,11,4,0,,,,2.12781666666667,0,0,0,723.3
8,12,4,0,,,,2.35156666666667,0,0,0,767.929166666667
8,13,4,0,,,,0.91465,0,0,0,758.05
8,14,4,0,,,,0.52695,0,0,0,689.241666666667
8,15,4,0,,,,0.640733333333333,0,0,0,576.2
8,16,4,0,,,,0.511016666666667,0,0,0,418.025
8,17,4,0,,,,0.588533333333333,0,0,0,232.725
8,18,4,0,,,,0.9142,0,0,0,70.0875
8,19,4,0,,,,1.54228333333333,0,0,0,1.23333333333333
8,20,4,0,,,,4.20246666666667,0,0,0,0
8,21,4,0,,,,2.81066666666667,0,0,0,0
8,22,4,0,,,,3.45985,0,0,0,0
8,23,4,0,,,,2.80885,0,0,0,0
8,24,4,0,,,,1.27360833333333,0,0,0,0
8,1,5,0,,,,0.854716666666668,0,0,0,0
8,2,5,0,,,,0.8027,0,0,0,0
8,3,5,0,,,,0.968533333333333,0,0,0,0
8,4,5,0,,,,0.824666666666667,0,0,0,0
8,5,5,0,,,,0.822983333333334,0,0,0,0
8,6,5,0,,,,0.846366666666666,0,0,0,8.84166666666667
8,7,5,0,,,,0.8179,0,0,0,109.220833333333
8,8,5,0,,,,1.12353333333333,0,0,0,264.333333333333
8,9,5,0,,,,1.50541666666667,0,0,0,442.033333333333
8,10,5,0,,,,1.81466666666667,0,0,0,590.695833333333
8,11,5,0,,,,1.9106,0,0,0,691.866666666667
8,12,5,0,,,,2.92326666666667,0,0,0,740.083333333333
8,13,5,0,,,,2.19085,0,0,0,734.3
8,14,5,0,,,,1.29926666666667,0,0,0,678.970833333333
8,15,5,0,,,,0.443816666666667,0,0,0,566.954166666667
8,16,5,0,,,,0.37885,0,0,0,404.604166666667
8,17,5,0,,,,0.427916666666667,0,0,0,222.425
8,18,5,0,,,,1.18276666666667,0,0,0,66.0541666666667
8,19,5,0,,,,0.7854,0,0,0,1.44166666666667
8,20,5,0,,,,1.05461666666667,0,0,0,0
8,21,5,0,,,,1.11941666666667,0,0,0,0
8,22,5,0,,,,0.5542,0,0,0,0
8,23,5,0,,,,0.57415,0,0,0,0
8,24,5,0,,,,0.542341666666667,0,0,0,0
8,1,6,0,,,,2.55491666666667,0,0,0,0
8,2,6,0,,,,0.539183333333333,0,0,0,0
8,3,6,0,,,,0.5669,0,0,0,0
8,4,6,0,,,,0.479,0,0,0,0
8,5,6,0,,,,0.713566666666666,0,0,0,0
8,6,6,0,,,,1.05175,0,0,0,4.65416666666667
8,7,6,0,,,,0.807766666666667,0,0,0,94.6125
8,8,6,0,,,,0.5459375,0,0,0,264.801041666667
8,9,6,0,,,,0.64795,0,0,0,442.583333333333
8,10,6,0,,,,0.746633333333334,0,0,0,586.795833333333
8,11,6,0,,,,0.80875,0,0,0,685.566666666667
8,12,6,0,,,,1.21745,0,0,0,732.816666666667
8,13,6,0,,,,1.62968333333333,0,0,0,731.316666666667
8,14,6,0,,,,2.0857,0,0,0,670.075
8,15,6,0,,,,0.55605,0,0,0,561.070833333333
8,16,6,0,,,,0.551816666666666,0,0,0,401.775
8,17,6,0,,,,0.5109,0,0,0,217.2875
8,18,6,0,,,,1.7861,0,0,0,63.9416666666667
8,19,6,0,,,,0.7979,0,0,0,0.933333333333333
8,20,6,0,,,,0.864566666666667,0,0,0,0
8,21,6,0,,,,0.762,0,0,0,0
8,22,6,0,,,,0.565866666666667,0,0,0,0
8,23,6,0,,,,0.4205,0,0,0,0
8,24,6,0,,,,0.438083333333333,0,0,0,0
8,1,7,0,,,,2.53348333333333,0,0,0,0
8,2,7,0,,,,1.20146666666667,0,0,0,0
8,3,7,0,,,,0.513183333333334,0,0,0,0
8,4,7,0,,,,0.528733333333333,0,0,0,0
8,5,7,0,,,,0.516433333333333,0,0,0,0
8,6,7,0,,,,1.2016,0,0,0,5.24583333333333
8,7,7,0,,,,0.924033333333334,0,0,0,93.7958333333333
8,8,7,0,,,,0.960333333333333,0,0,0,263.025
8,9,7,0,,,,1.55981666666667,0,0,0,440.729166666667
8,10,7,0,,,,2.22398333333333,0,0,0,587.495833333333
8,11,7,0,,,,2.32768333333333,0,0,0,687.245833333333
8,12,7,0,,,,2.41223333333333,0,0,0,732.9375
8,13,7,0,,,,2.48378333333333,0,0,0,725.470833333333
8,14,7,0,,,,2.37773333333333,0,0,0,672.8375
8,15,7,0,,,,1.26975,0,0,0,566.054166666667
8,16,7,0,,,,2.67195,0,0,0,408.175
8,17,7,0,,,,2.54741666666667,0,0,0,222.529166666667
8,18,7,0,,,,2.0896,0,0,0,64.9291666666667
8,19,7,0,,,,2.7026,0,0,0,0.908333333333333
8,20,7,0,,,,2.60426666666667,0,0,0,0
8,21,7,0,,,,1.37858333333333,0,0,0,0
8,22,7,0,,,,0.999816666666666,0,0,0,0
8,23,7,0,,,,1.6214,0,0,0,0
8,24,7,0,,,,1.61928333333333,0,0,0,0
8,1,1,0,,,,0.847483333333334,0,0,0,0
8,2,1,0,,,,0.871916666666666,0,0,0,0
8,3,1,0,,,,0.845366666666667,0,0,0,0
8,4,1,0,,,,0.856916666666667,0,0,0,0
8,5,1,0,,,,1.3805,0,0,0,0
8,6,1,0,,,,3.4149,0,0,0,3.17083333333333
8,7,1,0,,,,3.33046666666667,0,0,0,94.2625
8,8,1,0,,,,2.63391666666667,0,0,0,266.895833333333
8,9,1,0,,,,2.49818333333333,0,0,0,447.3125
8,10,1,0,,,,2.62875,0,0,0,595.429166666667
8,11,1,0,,,,2.69773333333333,0,0,0,697.854166666667
8,12,1,0,,,,3.67391666666667,0,0,0,738.608333333333
8,13,1,0,,,,3.69928333333333,0,0,0,733.654166666667
8,14,1,0,,,,2.37601666666667,0,0,0,681.475
8,15,1,0,,,,2.75265,0,0,0,571.141666666667
8,16,1,0,,,,2.88586666666667,0,0,0,412.0125
8,17,1,0,,,,5.38141666666667,0,0,0,223.141666666667
8,18,1,0,,,,1.73735,0,0,0,65.0958333333333
8,19,1,0,,,,2.062,0,0,0,0.433333333333333
8,20,1,0,,,,3.72271666666667,0,0,0,0
8,21,1,0,,,,3.59426666666667,0,0,0,0
8,22,1,0,,,,3.70938333333333,0,0,0,0
8,23,1,0,,,,0.995416666666667,0,0,0,0
8,24,1,0,,,,2.43714166666667,0,0,0,0
8,1,2,0,,,,0.86255,0,0,0,0
8,2,2,0,,,,0.858900000000001,0,0,0,0
8,3,2,0,,,,0.865116666666667,0,0,0,0
8,4,2,0,,,,0.815816666666666,0,0,0,0
8,5,2,0,,,,0.981883333333333,0,0,0,0
8,6,2,0,,,,1.25266666666667,0,0,0,4.69583333333333
8,7,2,0,,,,1.1138,0,0,0,103.1125
8,8,2,0,,,,1.55635,0,0,0,287.0875
8,9,2,0,,,,1.99335,0,0,0,473.983333333333
8,10,2,0,,,,1.95581666666667,0,0,0,627
8,11,2,0,,,,2.12991666666667,0,0,0,729.620833333333
8,12,2,0,,,,3.0743,0,0,0,774.441666666667
8,13,2,0,,,,3.83878333333333,0,0,0,768.933333333333
8,14,2,0,,,,2.97446666666667,0,0,0,703.616666666667
8,15,2,0,,,,2.78133333333333,0,0,0,587.275
8,16,2,0,,,,2.28025,0,0,0,426.483333333333
8,17,2,0,,,,2.8699,0,0,0,238.091666666667
8,18,2,0,,,,3.6662,0,0,0,67.2625
8,19,2,0,,,,4.8318,0,0,0,0
8,20,2,0,,,,3.21678333333333,0,0,0,0
8,21,2,0,,,,2.20765,0,0,0,0
8,22,2,0,,,,1.41871666666667,0,0,0,0
8,23,2,0,,,,1.82706666666667,0,0,0,0
8,24,2,0,,,,0.992633333333333,0,0,0,0
8,1,3,0,,,,2.52516666666667,0,0,0,0
8,2,3,0,,,,2.21156666666667,0,0,0,0
8,3,3,0,,,,1.73963333333333,0,0,0,0
8,4,3,0,,,,1.36963333333333,0,0,0,0
8,5,3,0,,,,0.867949999999999,0,0,0,0
8,6,3,0,,,,0.6781,0,0,0,4.27083333333333
8,7,3,0,,,,1.26528333333333,0,0,0,98.3
8,8,3,0,,,,1.3456,0,0,0,277.454166666667
8,9,3,0,,,,2.08033333333333,0,0,0,459.616666666667
8,10,3,0,,,,2.78678333333333,0,0,0,606.875
8,11,3,0,,,,2.78541666666667,0,0,0,710.758333333333
8,12,3,0,,,,0.11765,0,0,0,759.8125
8,13,3,0,,,,1.47768333333333,0,0,0,753.495833333333
8,14,3,0,,,,1.94518333333333,0,0,0,693.741666666667
8,15,3,0,,,,3.21226666666667,0,0,0,574.7375
8,16,3,0,,,,1.94765,0,0,0,411.879166666667
8,17,3,0,,,,2.9825,0,0,0,225.679166666667
8,18,3,0,,,,4.46163333333333,0,0,0,62.3
8,19,3,0,,,,4.43231666666667,0,0,0,0.208333333333333
8,20,3,0,,,,4.15561666666667,0,0,0,0
8,21,3,0,,,,1.58125,0,0,0,0
8,22,3,0,,,,2.4762,0,0,0,0
8,23,3,0,,,,2.0476,0,0,0,0
8,24,3,0,,,,1.21516666666667,0,0,0,0
8,1,4,0,,,,0.86385,0,0,0,0
8,2,4,0,,,,0.845483333333333,0,0,0,0
8,3,4,0,,,,0.8534,0,0,0,0
8,4,4,0,,,,1.06258333333333,0,0,0,0
8,5,4,0,,,,0.926349999999999,0,0,0,0
8,6,4,0,,,,0.874,0,0,0,4.57083333333333
8,7,4,0,,,,1.1201125,0,0,0,94.7489583333333
8,8,4,0,,,,1.51415,0,0,0,273.108333333333
8,9,4,0,,,,2.27121666666667,0,0,0,453.404166666667
8,10,4,0,,,,2.81626666666667,0,0,0,599.733333333333
8,11,4,0,,,,2.4197,0,0,0,699.120833333333
8,12,4,0,,,,0.395066666666667,0,0,0,742.070833333333
8,13,4,0,,,,1.23253333333333,0,0,0,737.854166666667
8,14,4,0,,,,1.98896666666667,0,0,0,674.066666666667
8,15,4,0,,,,1.87436666666667,0,0,0,560.729166666667
8,16,4,0,,,,2.75461666666667,0,0,0,405.616666666667
8,17,4,0,,,,2.34383333333333,0,0,0,220.829166666667
8,18,4,0,,,,3.53626666666666,0,0,0,60.175
8,19,4,0,,,,2.69258333333333,0,0,0,0
8,20,4,0,,,,2.40348333333333,0,0,0,0
8,21,4,0,,,,1.42353333333333,0,0,0,0
8,22,4,0,,,,1.87323333333333,0,0,0,0
8,23,4,0,,,,0.782400000000001,0,0,0,0
8,24,4,0,,,,1.82848333333333,0,0,0,0
8,1,5,0,,,,0.906666666666666,0,0,0,0
8,2,5,0,,,,3.29255,0,0,0,0
8,3,5,0,,,,0.995783333333334,0,0,0,0
8,4,5,0,,,,1.32045,0,0,0,0
8,5,5,0,,,,1.30173333333333,0,0,0,0
8,6,5,0,,,,0.690333333333333,0,0,0,4.34583333333333
8,7,5,0,,,,0.776083333333333,0,0,0,92.775
8,8,5,0,,,,1.40145,0,0,0,266.3
8,9,5,0,,,,1.5767,0,0,0,446.583333333333
8,10,5,0,,,,2.15253333333333,0,0,0,594.841666666667
8,11,5,0,,,,3.13828333333333,0,0,0,697.091666666667
8,12,5,0,,,,1.5559,0,0,0,747.2375
8,13,5,0,,,,1.31726666666667,0,0,0,744.291666666667
8,14,5,0,,,,1.11665,0,0,0,685.9
8,15,5,0,,,,0.632016666666666,0,0,0,567.854166666667
8,16,5,0,,,,0.725933333333333,0,0,0,395.445833333333
8,17,5,0,,,,0.669183333333334,0,0,0,208.804166666667
8,18,5,0,,,,2.22381666666667,0,0,0,52.7041666666667
8,19,5,0,,,,0.515066666666667,0,0,0,0
8,20,5,0,,,,0.4535,0,0,0,0
8,21,5,0,,,,0.458383333333333,0,0,0,0
8,22,5,0,,,,0.463083333333333,0,0,0,0
8,23,5,0,,,,2.99771666666667,0,0,0,0
8,24,5,0,,,,3.27051666666667,0,0,0,0
8,1,6,0,,,,0.685966666666667,0,0,0,0
8,2,6,0,,,,0.6241,0,0,0,0
8,3,6,0,,,,0.61155,0,0,0,0
8,4,6,0,,,,1.8055,0,0,0,0
8,5,6,0,,,,1.81925,0,0,0,0
8,6,6,0,,,,0.78185,0,0,0,5.8875
8,7,6,0,,,,1.15868333333333,0,0,0,86.4333333333333
8,8,6,0,,,,1.23736666666667,0,0,0,246.8125
8,9,6,0,,,,1.97543333333333,0,0,0,415.133333333333
8,10,6,0,,,,2.61636666666667,0,0,0,560.329166666667
8,11,6,0,,,,3.03325,0,0,0,664.8625
8,12,6,0,,,,2.42011666666667,0,0,0,712.629166666667
8,13,6,0,,,,2.30313333333333,0,0,0,704.025
8,14,6,0,,,,2.39555,0,0,0,647.758333333333
8,15,6,0,,,,2.32666666666667,0,0,0,538.0875
8,16,6,0,,,,2.84021666666667,0,0,0,366.295833333333
8,17,6,0,,,,0.909533333333334,0,0,0,201.495833333333
8,18,6,0,,,,0.65405,0,0,0,60.9625
8,19,6,0,,,,2.19961666666667,0,0,0,1.21666666666667
8,20,6,0,,,,2.60215,0,0,0,0
8,21,6,0,,,,2.15355,0,0,0,0
8,22,6,0,,,,3.31695,0,0,0,0
8,23,6,0,,,,1.54183333333333,0,0,0,0
8,24,6,0,,,,2.00515,0,0,0,0
8,1,7,0,,,,0.951916666666667,0,0,0,0
